predicted_drug,log_ratio_1,log_ratio_2,log_ratio_3,log_ratio_4,log_ratio_5,log_ratio_6,log_ratio_7,log_ratio_8,log_ratio_9,log_ratio_10,log_ratio_11,log_ratio_12,log_ratio_13,log_ratio_14,log_ratio_15,log_ratio_16,log_ratio_17,log_ratio_18,log_ratio_19,log_ratio_20,log_ratio_21,log_ratio_22,log_ratio_23,log_ratio_24,log_ratio_25,log_ratio_26,log_ratio_27,log_ratio_28,log_ratio_29,log_ratio_30,log_ratio_31,log_ratio_32,log_ratio_33,log_ratio_34,log_ratio_35,log_ratio_36,log_ratio_37,log_ratio_38,log_ratio_39,log_ratio_40,log_ratio_41,log_ratio_42,log_ratio_43,log_ratio_44,log_ratio_45,log_ratio_46,log_ratio_47,log_ratio_48,log_ratio_49,log_ratio_50,log_ratio_51,log_ratio_52,log_ratio_53
-4.940217,-0.335483,0.2686169999999999,0.18571699999999947,0.08941700000000008,-0.09598300000000037,-0.34128300000000067,-0.05118299999999998,-0.24758300000000055,-0.12528300000000048,-0.450183,0.0009169999999993905,-0.6566830000000001,-0.12528300000000048,-0.30928300000000064,-0.10268300000000075,-0.601883,-0.2772830000000006,-0.3008830000000007,0.23471699999999984,0.12491699999999994,-0.24088300000000018,-0.15828299999999995,-0.397983,-0.36868300000000076,-0.3395830000000002,0.08011699999999955,0.4904169999999999,-0.399883,0.1192169999999999,-0.4396830000000005,-0.018383000000000038,0.30941699999999983,,,,,,,,,,,,,,,,,,,,,
-4.866274,0.32867399999999947,0.6697739999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.862756,0.22375599999999984,0.21995599999999982,0.34375599999999995,0.17235599999999973,0.4024559999999999,0.10455599999999965,0.07735599999999998,0.30415599999999987,-0.026644000000000112,-0.9942440000000001,0.36555599999999977,0.1749559999999999,-0.027344000000000257,0.39765600000000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.8627095,0.2810107909999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.7189627,-0.08793730000000011,0.030762699999999477,0.04736269999999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.677077,0.16917699999999947,0.2976769999999993,0.3770769999999999,0.4390769999999993,0.26767699999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.6542573,-0.17814269999999954,-0.06174269999999993,0.13225730000000002,-0.047942700000000116,-0.14104269999999985,-0.12774269999999976,-0.09604269999999993,-0.19434269999999998,0.1209573000000006,-1.0762426999999999,0.15875730000000043,0.027857299999999974,-0.11684269999999941,-0.2980426999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.57992,-0.07767999999999997,-0.24397999999999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.5793376,-0.029762400000000078,-0.1629624000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.5774317,0.11023169999999993,-0.10446829999999974,-0.33976830000000025,-0.10246829999999996,-0.13926830000000034,0.010431699999999822,-0.040568300000000335,-0.02116830000000025,-0.1460682999999996,0.05313169999999978,-0.016068299999999702,-0.12366830000000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.4946165,-0.04108350000000005,0.12711650000000052,0.1380165,0.16351650000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.4411306,-0.44496939999999974,0.3442306000000004,0.17833059999999978,0.14183060000000047,0.07963059999999977,0.2930305999999998,0.20083059999999975,0.14443059999999974,0.1160306000000002,0.03443060000000031,-0.06196939999999973,0.34043060000000036,0.30863059999999987,0.38163060000000026,0.038830599999999826,0.3685305999999997,-0.10246939999999949,-0.1101694000000002,0.11963059999999981,0.15373060000000027,0.08553060000000023,0.2236305999999999,-0.23666940000000025,-0.2556693999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
